"id","profit","cost","reqs","stks"
"145","1739.0","402.0","01100010011110111011001111100000100101101010111001111010101010110010000111110100100001000110100110101101000110000001100111110101100011001010","0011110110111001110101001011101101001101001001110001110011011111110011111011110100101101011010010100"
"146","1730.0","398.0","01101010011010101011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100111110101101011001000","0011110110101001110101001011101111001101001001100001100011011111110111111011010100111101011010010100"
"147","1722.0","395.0","01101010011110111011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100111110001101011001000","0011110110101001110101001011101111001100001001100001100011011111110111111011110100111101011010010100"
"148","1710.0","394.0","01100010011110111011001111100000100101101010011001111010101010110010000111110100100001000110100110101101000110000001100111110101100011001010","0011110110111001110101001011101101001101001001100001110011011111110011111011110100101101011010010100"
"149","1708.0","393.0","01100010011110111011001111100000100101101010010001111011101011010010000111110100100101000110100110101101000110000001100111110101100011001000","0011110110101001110101001011101101001111101001100001100011011111110011111011110100101101011010010100"
"150","1704.0","390.0","01101010011010101011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100111110001101011001000","0011110110101001110101001011101111001100001001100001100011011111110111111011010100111101011010010100"
"151","1696.0","388.0","01101010011110111011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100110110001101011001000","0011110110101001110101001011001111001100001001100001100011011111110111111011110100111101011010010100"
"152","1685.0","386.0","01100010011110111011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000001100111110101100011001000","0011110110101001110101001011101111001101001001100001100011011111110011111011110100101101011010010100"
"153","1682.0","385.0","01100010011110111011001111100000100101101010010001111011101011010010000111110100100101000110100110101101000110000001100111110001100011001000","0011110110101001110101001011101101001110101001100001100011011111110011111011110100101101011010010100"
"154","1678.0","383.0","01101010011010101011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100110110001101011001000","0011110110101001110101001011001111001100001001100001100011011111110111111011010100111101011010010100"
"155","1669.0","381.0","01101010011110111011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000101100110110001101011000000","0011110110101001110101001011001111001100001001100001100011011111110110111011110100111101011010010100"
"156","1662.0","378.0","01100010011010101011001111100000100001101010111001111010101010110010000111110100100000000110100110101001000110000001100111110101100011001010","0011110110110001110101001011101101001101001001110001010011011111110011111011010100101101011010010100"
"157","1651.0","375.0","01100010011110111011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100111110101100011001000","0011110110101001110101001011101101001101001001100001100011011111110011111011110100101101011010010100"
"158","1641.0","373.0","01100010011010101011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000001100111110001100011001000","0011110110101001110101001011101111001100001001100001100011011111110011111011010100101101011010010100"
"159","1636.0","371.0","01100010011010101011001111100000100001101010111001111010101010110010000111110100100000000110100110101001000110000001100110110101100011001010","0011110110110001110101001011001101001101001001110001010011011111110011111011010100101101011010010100"
"160","1633.0","370.0","01100010011010101011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100111110101100011001000","0011110110101001110101001011101101001101001001100001100011011111110011111011010100101101011010010100"
"161","1625.0","367.0","01100010011110111011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100111110001100011001000","0011110110101001110101001011101101001100001001100001100011011111110011111011110100101101011010010100"
"162","1615.0","366.0","01100010011010101011001111100001100101101010010001111010101010010010000111110100101001000110100110101101000110000001100110110001100011001000","0011110110101001110101001011001111001100001001100001100011011111110011111011010100101101011010010100"
"163","1612.0","365.0","01100010011010101011101111100000100001101010010001111010101010010010000111110100100000000110100110101001100110000001100111110101100011001000","0011110110100001110101001011101101001101001101100001000011011111110011111011010100101101011010010100"
"164","1609.0","364.0","01100010011010101011001111100000100001101010111001111010101010110010000111110100100000000110100110101001000110000001100110110101100011000010","0011110110110001110101001011001101001101001001110001010011011111110010111011010100101101011010010100"
"165","1607.0","362.0","01100010011010101011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100111110001100011001000","0011110110101001110101001011101101001100001001100001100011011111110011111011010100101101011010010100"
"166","1599.0","360.0","01100010011110111011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100110110001100011001000","0011110110101001110101001011001101001100001001100001100011011111110011111011110100101101011010010100"
"167","1586.0","357.0","01100010011010101011101111100000100001101010010001111010101010010010000111110100100000000110100110101001100110000001100111110001100011001000","0011110110100001110101001011101101001100001101100001000011011111110011111011010100101101011010010100"
"168","1581.0","355.0","01100010011010101011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100110110001100011001000","0011110110101001110101001011001101001100001001100001100011011111110011111011010100101101011010010100"
"169","1574.0","351.0","01100010011010101011001111100000100001101010010001111010101010010010000111110100100000000110100110101001000110000001100111110101100011001000","0011110110100001110101001011101101001101001001100001000011011111110011111011010100101101011010010100"
"170","1560.0","350.0","01100010011010101011101111100000100001101010010001111010101010010010000111110100100000000110100110101001100110000001100110110001100011001000","0011110110100001110101001011001101001100001101100001000011011111110011111011010100101101011010010100"
"171","1554.0","348.0","01100010011010101011001111100000100101101010010001111010101010010010000111110100100001000110100110101101000110000001100110110001100011000000","0011110110101001110101001011001101001100001001100001100011011111110010111011010100101101011010010100"
"172","1548.0","343.0","01100010011010101011001111100000100001101010010001111010101010010010000111110100100000000110100110101001000110000001100111110001100011001000","0011110110100001110101001011101101001100001001100001000011011111110011111011010100101101011010010100"
"173","1522.0","336.0","01100010011010101011001111100000100001101010010001111010101010010010000111110100100000000110100110101001000110000001100110110001100011001000","0011110110100001110101001011001101001100001001100001000011011111110011111011010100101101011010010100"
"174","1508.0","335.0","01100010011010101011001110100000100001101010010001111000101000010010000111110100100000000110100110101001000110000001100111110101100011001000","0011110110100000110101001011101101001101001000100001000011011111110011111011010100101101011010010100"
"175","1495.0","329.0","01100010011010101011001111100000100001101010010001111010101010010010000111110100100000000110100110101001000110000001100110110001100011000000","0011110110100001110101001011001101001100001001100001000011011111110010111011010100101101011010010100"
"176","1482.0","327.0","01100010011010101011001110100000100001101010010001111000101000010010000111110100100000000110100110101001000110000001100111110001100011001000","0011110110100000110101001011101101001100001000100001000011011111110011111011010100101101011010010100"
"177","1467.0","322.0","01100010011010101011001111100000100001101010010000111010101010010010000111110100100000000110100110101001000110000001100110110001100011000000","0011110110000001110101001011001101001100001001100001000011011111110010111011010100101101011010010100"
"178","1463.0","321.0","01100010011010101011001111100000100001101010010001101010101010010010000111110100100000000010100110101001000110000001100111110001100011000000","0011110110100001110101001011101101001100001001100001000000011111110010111011010100101101011010010100"
"179","1456.0","320.0","01100010011010101011001110100000100001101010010001111000101000010010000111110100100000000110100110101001000110000001100110110001100011001000","0011110110100000110101001011001101001100001000100001000011011111110011111011010100101101011010010100"
"180","1451.0","319.0","01100010011010101011001101100000100001101010010001111010001010010010000111110100100000000100100110101001000110000001100111100001100011001000","0011110110100001110101000011101101001100001001100001000011011011110011111011010100101101011000010100"
"181","1439.0","315.0","01100010011010101011001111100000100001101010010000111010101010010010000111110100100000000110100110101001000110000001000110110001100011000000","0011110110000001110101001011001101001100001001000001000011011111110010111011010100101101011010010100"
"182","1437.0","314.0","01100010011010101011001111100000100001101010010001101010101010010010000111110100100000000010100110101001000110000001100110110001100011000000","0011110110100001110101001011001101001100001001100001000000011111110010111011010100101101011010010100"
"183","1429.0","313.0","01100010011010101011001110100000100001101010010001111000101000010010000111110100100000000110100110101001000110000001100110110001100011000000","0011110110100000110101001011001101001100001000100001000011011111110010111011010100101101011010010100"
"184","1425.0","312.0","01100010011010101011001101100000100001101010010001111010001010010010000111110100100000000100100110101001000110000001100110100001100011001000","0011110110100001110101000011001101001100001001100001000011011011110011111011010100101101011000010100"
"185","1409.0","307.0","01100010011010101011001111100000100001101010010001101010101010010010000111110100100000000010100110101001000110000001000110110001100011000000","0011110110100001110101001011001101001100001001000001000000011111110010111011010100101101011010010100"
"186","1401.0","306.0","01100010011010101011001110100000100001101010010000111000101000010010000111110100100000000110100110101001000110000001100110110001100011000000","0011110110000000110101001011001101001100001000100001000011011111110010111011010100101101011010010100"
"187","1398.0","305.0","01100010011010101011001101100000100001101010010001111010001010010010000111110100100000000100100110101001000110000001100110100001100011000000","0011110110100001110101000011001101001100001001100001000011011011110010111011010100101101011000010100"
"188","1385.0","303.0","01100010011010101011001100100000100001101010010001111000001000010010000111110100100000000100100110101001000110000001100111100001100011001000","0011110110100000110101000011101101001100001000100001000011011011110011111011010100101101011000010100"
"189","1381.0","300.0","01100010011010101011001111100000100001101010010000101010101010010010000111110100100000000010100110101001000110000001000110110001100011000000","0011110110000001110101001011001101001100001001000001000000011111110010111011010100101101011010010100"
"190","1373.0","299.0","01100010011010101011001110100000100001101010010000111000101000010010000111110100100000000110100110101001000110000001000110110001100011000000","0011110110000000110101001011001101001100001000000001000011011111110010111011010100101101011010010100"
"191","1371.0","298.0","01100010011010101011001110100000100001101010010001101000101000010010000111110100100000000010100110101001000110000001100110110001100011000000","0011110110100000110101001011001101001100001000100001000000011111110010111011010100101101011010010100"
"192","1366.0","297.0","01100010011010101011001101100000100001101010010001101010001010010010000111110100100000000000100110101001000110000001100111100001100011000000","0011110110100001110101000011101101001100001001100001000000011011110010111011010100101101011000010100"
"193","1359.0","296.0","01100010011010101011001100100000100001101010010001111000001000010010000111110100100000000100100110101001000110000001100110100001100011001000","0011110110100000110101000011001101001100001000100001000011011011110011111011010100101101011000010100"
"194","1353.0","294.0","01100010011010101011001111100000100001101010010000101010101010010010000111110100100000000010100110101001000110000000000110110001100011000000","0011110110000001110101001011001100001100001001000001000000011111110010111011010100101101011010010100"
"195","1351.0","293.0","01100010011010101011001111100000100001001010010001101010101010000010000111100100100000000010100110101001000100000001100110110001100011000000","0011110110100001110100001011001001001100001001100001000000011111110010111010010100101101011010010100"
"196","1343.0","291.0","01100010011010101011001110100000100001101010010001101000101000010010000111110100100000000010100110101001000110000001000110110001100011000000","0011110110100000110101001011001101001100001000000001000000011111110010111011010100101101011010010100"
"197","1340.0","290.0","01100010011010101011001101100000100001101010010001101010001010010010000111110100100000000000100110101001000110000001100110100001100011000000","0011110110100001110101000011001101001100001001100001000000011011110010111011010100101101011000010100"
"198","1332.0","289.0","01100010011010101011001100100000100001101010010001111000001000010010000111110100100000000100100110101001000110000001100110100001100011000000","0011110110100000110101000011001101001100001000100001000011011011110010111011010100101101011000010100"
"199","1324.0","287.0","01100010011010101011001111100000100001101010010000101010101010010010000111110100100000000000100110101001000110000001000110100001100011000000","0011110110000001110101000011001101001100001001000001000000011111110010111011010100101101011000010100"
"200","1323.0","286.0","01100010011010101011001111100000100001001010010001101010101010000010000111100100100000000010100110101001000100000001000110110001100011000000","0011110110100001110100001011001001001100001001000001000000011111110010111010010100101101011010010100"
"201","1315.0","284.0","01100010011010101011001110100000100001101010010000101000101000010010000111110100100000000010100110101001000110000001000110110001100011000000","0011110110000000110101001011001101001100001000000001000000011111110010111011010100101101011010010100"
"202","1312.0","283.0","01100010011010101011001101100000100001101010010000101010001010010010000111110100100000000000100110101001000110000001100110100001100011000000","0011110110000001110101000011001101001100001001100001000000011011110010111011010100101101011000010100"
"203","1304.0","282.0","01100010011010101011001100100000100001101010010000111000001000010010000111110100100000000100100110101001000110000001100110100001100011000000","0011110110000000110101000011001101001100001000100001000011011011110010111011010100101101011000010100"
"204","1300.0","281.0","01100010011010101011001100100000100001101010010001101000001000010010000111110100100000000000100110101001000110000001100111100001100011000000","0011110110100000110101000011101101001100001000100001000000011011110010111011010100101101011000010100"
"205","1295.0","279.0","01100010011010101011001111100000100001001010010000101010101010000010000111100100100000000010100110101001000100000001000110110001100011000000","0011110110000001110100001011001001001100001001000001000000011111110010111010010100101101011010010100"
"206","1287.0","278.0","01100010011010101011001110100000100001101010010000101000101000010010000111110100100000000010100110101001000110000000000110110001100011000000","0011110110000000110101001011001100001100001000000001000000011111110010111011010100101101011010010100"
"207","1284.0","276.0","01100010011010101011001101100000100001101010010000101010001010010010000111110100100000000000100110101001000110000001000110100001100011000000","0011110110000001110101000011001101001100001001000001000000011011110010111011010100101101011000010100"
"208","1276.0","275.0","01100010011010101011001100100000100001101010010000111000001000010010000111110100100000000100100110101001000110000001000110100001100011000000","0011110110000000110101000011001101001100001000000001000011011011110010111011010100101101011000010100"
"209","1274.0","274.0","01100010011010101011001100100000100001101010010001101000001000010010000111110100100000000000100110101001000110000001100110100001100011000000","0011110110100000110101000011001101001100001000100001000000011011110010111011010100101101011000010100"
"210","1267.0","273.0","01100010011010101011001111100000100001001010010000101010101010000010000111100100100000000010100110101001000100000000000110110001100011000000","0011110110000001110100001011001000001100001001000001000000011111110010111010010100101101011010010100"
"211","1264.0","272.0","01100010011010101011001111100000100001001010010000101010101010000010000111100100100000000010100110101001000100000001000110100001100011000000","0011110110000001110100001011001001001100001001000001000000011111110010111010010100101101011000010100"
"212","1258.0","271.0","01100010011010101011001110100000100001101010010000101000101000010010000111110100100000000000100110101001000110000001000110100001100011000000","0011110110000000110101000011001101001100001000000001000000011111110010111011010100101101011000010100"
"213","1257.0","270.0","01100010011010101011001110100000100001001010010001101000101000000010000111100100100000000010100110101001000100000001000110110001100011000000","0011110110100000110100001011001001001100001000000001000000011111110010111010010100101101011010010100"
"214","1254.0","269.0","01100010011010101011001101100000100001001010010001101010001010000010000111100100100000000000100110101001000100000001100110100001100011000000","0011110110100001110100000011001001001100001001100001000000011011110010111010010100101101011000010100"
"215","1246.0","267.0","01100010011010101011001100100000100001101010010000101000001000010010000111110100100000000000100110101001000110000001100110100001100011000000","0011110110000000110101000011001101001100001000100001000000011011110010111011010100101101011000010100"
"216","1238.0","266.0","01100010011010101011001111100000100001001010010000101010101010000010000111100100100000000000100110101001000100000001000110100001100011000000","0011110110000001110100000011001001001100001001000001000000011111110010111010010100101101011000010100"
"217","1230.0","263.0","01100010011010101011001100000000100001101010010001011000001000010010000111110100100000000100100000101001000010000001100111100000100011001000","0011110100100000110001000001101101000100001000100001000011011011110011110011010100101101011000010100"
"218","1226.0","262.0","01100010011010101011001101100000100001001010010001101010001010000010000111100100100000000000100110101001000100000001000110100001100011000000","0011110110100001110100000011001001001100001001000001000000011011110010111010010100101101011000010100"
"219","1220.0","261.0","01100010011010101011001101100000100001101010010001001010001010010010000111110100100000000000100000101001000110000001100110100000100011000000","0011110110100001110001000001001101000100001001100001000000011011110010110011010100101101011000010100"
"220","1218.0","260.0","01100010011010101011001100100000100001101010010000101000001000010010000111110100100000000000100110101001000110000001000110100001100011000000","0011110110000000110101000011001101001100001000000001000000011011110010111011010100101101011000010100"
"221","1204.0","256.0","01100010011010101011001100000000100001101010010001011000001000010010000111110100100000000100100000101001000010000001100110100000100011001000","0011110100100000110001000001001101000100001000100001000011011011110011110011010100101101011000010100"
"222","1198.0","255.0","01100010011010101011001101100000100001001010010000101010001010000010000111100100100000000000100110101001000100000001000110100001100011000000","0011110110000001110100000011001001001100001001000001000000011011110010111010010100101101011000010100"
"223","1193.0","254.0","01100010011000101011001110100000100001000010010001101000100000000010000111100100100000000010100110101001000100000001100110110001000011000000","0001110110100000110100001010001001001100001000100001000000001111110010111010010100101101011010010100"
"224","1189.0","253.0","01100010011010101011001110000000100001101010010000011000101000010010000111110100100000000100100000101001000010000001100110100000100011000000","0011110100000000110001000001001101000100001000100001000011011111110010110011010100101101011000010100"
"225","1185.0","252.0","01100010011010101011001110000000100001101010010001001000101000010010000111110100100000000000100000101001000010000001100111100000100011000000","0011110100100000110001000001101101000100001000100001000000011111110010110011010100101101011000010100"
"226","1177.0","249.0","01100010011010101011001100000000100001101010010001011000001000010010000111110100100000000100100000101001000010000001100110100000100011000000","0011110100100000110001000001001101000100001000100001000011011011110010110011010100101101011000010100"
"227","1170.0","248.0","01100010011000101011001110100000100001000010010001101000100000000010000011100100100000000010100110101001000100000001100110110001000011000000","0001110110100000110100001010001001001100001000100001000000001101110010111010010100101101011010010100"
"228","1165.0","247.0","01100010011000101011001110100000100001000010010000101000100000000010000111100100100000000010100110101001000100000001100110110001000011000000","0001110110000000110100001010001001001100001000100001000000001111110010111010010100101101011010010100"
"229","1161.0","246.0","01100010011010101011001110000000100001101010010000011000101000010010000111110100100000000100100000101001000010000001000110100000100011000000","0011110100000000110001000001001101000100001000000001000011011111110010110011010100101101011000010100"
"230","1159.0","245.0","01100010011010101011001110000000100001101010010001001000101000010010000111110100100000000000100000101001000010000001100110100000100011000000","0011110100100000110001000001001101000100001000100001000000011111110010110011010100101101011000010100"
"231","1149.0","242.0","01100010011010101011001100000000100001101010010000011000001000010010000111110100100000000100100000101001000010000001100110100000100011000000","0011110100000000110001000001001101000100001000100001000011011011110010110011010100101101011000010100"
"232","1145.0","241.0","01100010011010101011001100000000100001101010010001001000001000010010000111110100100000000000100000101001000010000001100111100000100011000000","0011110100100000110001000001101101000100001000100001000000011011110010110011010100101101011000010100"
"233","1137.0","240.0","01100010011000101011001110100000100001000010010000101000100000000010000111100100100000000010100110101001000100000001000110110001000011000000","0001110110000000110100001010001001001100001000000001000000001111110010111010010100101101011010010100"
"234","1131.0","238.0","01100010011010101011001110000000100001101010010000001000101000010010000111110100100000000000100000101001000010000001100110100000100011000000","0011110100000000110001000001001101000100001000100001000000011111110010110011010100101101011000010100"
"235","1121.0","235.0","01100010011010101011001100000000100001101010010000011000001000010010000111110100100000000100100000101001000010000001000110100000100011000000","0011110100000000110001000001001101000100001000000001000011011011110010110011010100101101011000010100"
"236","1119.0","234.0","01100010011010101011001100000000100001101010010001001000001000010010000111110100100000000000100000101001000010000001100110100000100011000000","0011110100100000110001000001001101000100001000100001000000011011110010110011010100101101011000010100"
"237","1106.0","233.0","01100010011010101011001101100000100001001010010001001010001010000010000111100100100000000000100000101001000100000001000110100000100011000000","0011110110100001110000000001001001000100001001000001000000011011110010110010010100101101011000010100"
"238","1103.0","231.0","01100010011010101011001110000000100001101010010000001000101000010010000111110100100000000000100000101001000010000001000110100000100011000000","0011110100000000110001000001001101000100001000000001000000011111110010110011010100101101011000010100"
"239","1096.0","230.0","01100010011000101011001100100000100001000010010001101000000000000010000111100100100000000000100110101001000100000001100110100001000011000000","0001110110100000110100000010001001001100001000100001000000001011110010111010010100101101011000010100"
"240","1091.0","227.0","01100010011010101011001100000000100001101010010000001000001000010010000111110100100000000000100000101001000010000001100110100000100011000000","0011110100000000110001000001001101000100001000100001000000011011110010110011010100101101011000010100"
"241","1078.0","226.0","01100010011010101011000100000000100001101010010001001000001000010010000111110100100000000000100000001001000010000001100110100000100011000000","0011110100100000110001000001001101000100001000100001000000011011110010010011010100101101011000010100"
"242","1075.0","225.0","01100010011010101011001110000000100001101010010000001000101000010010000111110100100000000000100000101001000010000000000110100000100011000000","0011110100000000110001000001001100000100001000000001000000011111110010110011010100101101011000010100"
"243","1073.0","224.0","01100010011000101011001100100000100001000010010001101000000000000010000011100100100000000000100110101001000100000001100110100001000011000000","0001110110100000110100000010001001001100001000100001000000001001110010111010010100101101011000010100"
"244","1068.0","223.0","01100010011000101011001100100000100001000010010001101000000000000010000111100100100000000000100110101001000100000001000110100001000011000000","0001110110100000110100000010001001001100001000000001000000001011110010111010010100101101011000010100"
"245","1063.0","220.0","01100010011010101011001100000000100001101010010000001000001000010010000111110100100000000000100000101001000010000001000110100000100011000000","0011110100000000110001000001001101000100001000000001000000011011110010110011010100101101011000010100"
"246","1050.0","219.0","01100010011010101011000100000000100001101010010001001000001000010010000111110100100000000000100000001001000010000001000110100000100011000000","0011110100100000110001000001001101000100001000000001000000011011110010010011010100101101011000010100"
"247","1045.0","217.0","01100010011000101011001100100000100001000010010001101000000000000010000011100100100000000000100110101001000100000001000110100001000011000000","0001110110100000110100000010001001001100001000000001000000001001110010111010010100101101011000010100"
"248","1040.0","216.0","01100010011000101011001100100000100001000010010000101000000000000010000111100100100000000000100110101001000100000001000110100001000011000000","0001110110000000110100000010001001001100001000000001000000001011110010111010010100101101011000010100"
"249","1035.0","214.0","01100010011010101011001100000000100001101010010000001000001000010010000111110100100000000000100000101001000010000000000110100000100011000000","0011110100000000110001000001001100000100001000000001000000011011110010110011010100101101011000010100"
"250","1033.0","213.0","01100010011010101011001100000000100001001010010001001000001000000010000111100100100000000000100000101001000000000001100110100000100011000000","0011110100100000110000000001001001000100001000100001000000011011110010110010010100101101011000010100"
"251","1022.0","212.0","01100010011010101011000100000000100001101010010000001000001000010010000111110100100000000000100000001001000010000001000110100000100011000000","0011110100000000110001000001001101000100001000000001000000011011110010010011010100101101011000010100"
"252","1017.0","210.0","01100010011000101011001100100000100001000010010000101000000000000010000011100100100000000000100110101001000100000001000110100001000011000000","0001110110000000110100000010001001001100001000000001000000001001110010111010010100101101011000010100"
"253","1013.0","208.0","01100010001010101011001110000000100001101010000001000000101000010010000110110100100000000000100000101001000010000000100110100000100001000000","0011110100100000110001000001000100000100001000100001000000010111010010100011010100101101011000010100"
"254","1005.0","206.0","01100010011010101011001100000000100001001010010001001000001000000010000111100100100000000000100000101001000000000001000110100000100011000000","0011110100100000110000000001001001000100001000000001000000011011110010110010010100101101011000010100"
"255","999.0","205.0","01100010001010101011001100000000100001101010000001000000001000010010000110110100100000000000100000101001000010000000100110100100100001000000","0011110100100000110001000001000100000101001000100001000000010011010010100011010100101101011000010100"
"256","994.0","204.0","01100010011000101011001100000000100001100010010001001000000000010010000111110100100000000000100000101001000000000001100110100000000011000000","0001110100100000110000000000001101000100001000100001000000001011110010110011010100101101011000010100"
"257","985.0","200.0","01100010001010101011001110000000100001101010000001000000101000010010000110110100000000000000100000101001000010000000100110100000100001000000","0011110100100000010001000001000100000100001000100001000000010111010010100011010100101101011000010100"
"258","977.0","199.0","01100010011010101011001100000000100001001010010000001000001000000010000111100100100000000000100000101001000000000001000110100000100011000000","0011110100000000110000000001001001000100001000000001000000011011110010110010010100101101011000010100"
"259","973.0","197.0","01100010001010101011001100000000100001101010000001000000001000010010000110110100100000000000100000101001000010000000100110100000100001000000","0011110100100000110001000001000100000100001000100001000000010011010010100011010100101101011000010100"
"260","957.0","193.0","01100010001010101011001110000000100001101010000000000000101000010010000110110100000000000000100000101001000010000000100110100000100001000000","0011110100000000010001000001000100000100001000100001000000010111010010100011010100101101011000010100"
"261","945.0","189.0","01100010001010101011001100000000100001101010000001000000001000010010000110110100000000000000100000101001000010000000100110100000100001000000","0011110100100000010001000001000100000100001000100001000000010011010010100011010100101101011000010100"
"262","929.0","186.0","01100010001010101011001110000000100001101010000000000000101000010010000110110100000000000000100000101001000010000000000110100000100001000000","0011110100000000010001000001000100000100001000000001000000010111010010100011010100101101011000010100"
"263","917.0","182.0","01100010001010101011001100000000100001101010000000000000001000010010000110110100000000000000100000101001000010000000100110100000100001000000","0011110100000000010001000001000100000100001000100001000000010011010010100011010100101101011000010100"
"264","904.0","181.0","01100010001010101011000100000000100001101010000001000000001000010010000110110100000000000000100000001001000010000000100110100000100001000000","0011110100100000010001000001000100000100001000100001000000010011010010000011010100101101011000010100"
"265","899.0","179.0","01100010001010101011001110000000100001001010000001000000101000000010000110100100000000000000100000101001000000000000100110100000100001000000","0011110100100000010000000001000000000100001000100001000000010111010010100010010100101101011000010100"
"266","889.0","175.0","01100010001010101011001100000000100001101010000000000000001000010010000110110100000000000000100000101001000010000000000110100000100001000000","0011110100000000010001000001000100000100001000000001000000010011010010100011010100101101011000010100"
"267","876.0","174.0","01100010001010101011000100000000100001101010000001000000001000010010000110110100000000000000100000001001000010000000000110100000100001000000","0011110100100000010001000001000100000100001000000001000000010011010010000011010100101101011000010100"
"268","871.0","172.0","01100010001010101011001110000000100001001010000000000000101000000010000110100100000000000000100000101001000000000000100110100000100001000000","0011110100000000010000000001000000000100001000100001000000010111010010100010010100101101011000010100"
"269","862.0","170.0","01100010011000101011001100000000100001000010010000001000000000000010000011100100100000000000100000101001000000000001000110100000000011000000","0001110100000000110000000000001001000100001000000001000000001001110010110010010100101101011000010100"
"270","859.0","168.0","01100010001010101011001100000000100001001010000001000000001000000010000110100100000000000000100000101001000000000000100110100000100001000000","0011110100100000010000000001000000000100001000100001000000010011010010100010010100101101011000010100"
"271","848.0","167.0","01100010001000101011001100000000100001100010000001000000000000010010000110110100100000000000100000101001000000000000100110100000000001000000","0001110100100000110000000000000100000100001000100001000000000011010010100011010100101101011000010100"
"272","843.0","165.0","01100010001010101011001110000000100001001010000000000000101000000010000110100100000000000000100000101001000000000000000110100000100001000000","0011110100000000010000000001000000000100001000000001000000010111010010100010010100101101011000010100"
"273","837.0","164.0","01100010001000101011001110000000100001100010000001000000100000010010000010110100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000100000100001000100001000000000101010010100011010100101101011000010100"
"274","831.0","161.0","01100010001010101011001100000000100001001010000000000000001000000010000110100100000000000000100000101001000000000000100110100000100001000000","0011110100000000010000000001000000000100001000100001000000010011010010100010010100101101011000010100"
"275","820.0","159.0","01100010001000101011001100000000100001100010000001000000000000010010000110110100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000100000100001000100001000000000011010010100011010100101101011000010100"
"276","812.0","158.0","01100010001010101011001110000000000001001000000001000000101000000010000110100100000000000000100000101001000000000000000100100000100001000000","0011110100100000010000000001000000000100001000000001000000010111010010100010010100101101000000010100"
"277","809.0","157.0","01100010001000101011001110000000100001100010000000000000100000010010000010110100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000100000100001000100001000000000101010010100011010100101101011000010100"
"278","807.0","156.0","01100010001000101011001110000000100001000010000001000000100000000010000110100100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000000000100001000100001000000000111010010100010010100101101011000010100"
"279","803.0","154.0","01100010001010101011001100000000100001001010000000000000001000000010000110100100000000000000100000101001000000000000000110100000100001000000","0011110100000000010000000001000000000100001000000001000000010011010010100010010100101101011000010100"
"280","797.0","153.0","01100010001000101011001100000000100001100010000001000000000000010010000010110100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000100000100001000100001000000000001010010100011010100101101011000010100"
"281","792.0","152.0","01100010001000101011001100000000100001100010000000000000000000010010000110110100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000100000100001000100001000000000011010010100011010100101101011000010100"
"282","784.0","150.0","01100010001000101011001110000000100001000010000001000000100000000010000010100100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000000000100001000100001000000000101010010100010010100101101011000010100"
"283","779.0","149.0","01100010001000101011001110000000100001000010000000000000100000000010000110100100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000000000100001000100001000000000111010010100010010100101101011000010100"
"284","772.0","147.0","01100010001000101011001100000000100001000010000001000000000000000010000010100100100000000000100000101001000000000000100110100000000001000000","0001110100100000110000000000000000000100001000100001000000000001010010100010010100101101011000010100"
"285","769.0","146.0","01100010001000101011001100000000100001100010000000000000000000010010000010110100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000100000100001000100001000000000001010010100011010100101101011000010100"
"286","767.0","145.0","01100010001000101011001100000000100001000010000001000000000000000010000110100100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000000000100001000100001000000000011010010100010010100101101011000010100"
"287","756.0","143.0","01100010001000101011001110000000100001000010000000000000100000000010000010100100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000000000100001000100001000000000101010010100010010100101101011000010100"
"288","751.0","142.0","01100010001000101011001110000000100001000010000000000000100000000010000110100100000000000000100000101001000000000000000110100000000001000000","0001110100000000010000000000000000000100001000000001000000000111010010100010010100101101011000010100"
"289","744.0","139.0","01100010001000101011001100000000100001000010000001000000000000000010000010100100000000000000100000101001000000000000100110100000000001000000","0001110100100000010000000000000000000100001000100001000000000001010010100010010100101101011000010100"
"290","739.0","138.0","01100010001000101011001100000000100001000010000000000000000000000010000110100100000000000000100000101001000000000000100110100000000001000000","0001110100000000010000000000000000000100001000100001000000000011010010100010010100101101011000010100"
